Text,Label,Score,text_cleaned
Overwhelming sadness.  This too shall pass.  #lonley #startingover,sadness,0.917,overwhelming sadness shall pas lonley startingover
Overwhelming sadness.  This too shall pass. #lost #lonley #startingover,sadness,0.889,overwhelming sadness shall pas lost lonley startingover
"@HoggyBear95 the bantz are absolutely top notch, inconsolable I was when I realised",sadness,0.616,bantz absolutely notch inconsolable realised
I mourn. ha..r / ambe was ruined. what was once an ongoing shitpost about Tony's crimes was hijacked by not so vaguely racist memers,sadness,0.667,mourn har ambe ruined ongoing shitpost tony crime hijacked not vaguely racist memers
"So depressing to watch news, today out of 100 bullet news 10 were of rape! What's wrong with people #india #shameless #depressing",sadness,0.917,depressing watch news today bullet news rape wrong people india shameless depressing
@MarianKeyes the pout tips me over the edge. I am most definitely AGIN. Who the feic bakes with full make up and boots with heels!!!!,sadness,0.467,pout tip edge definitely agin feic bakes make boot heel
I'm wearing yellow today to bring a little sunshine to this gloomy day #yourewelcome,sadness,0.396,wearing yellow today bring little sunshine gloomy day yourewelcome
"I look at some of the average players that play at the min and pine Nani, Rafael , RVP ,",sadness,0.229,look average player play min pine nani rafael rvp
Hoping to hear some serious @DonnieTrumpet tonight,sadness,0.312,hoping hear tonight
"We're in contained depression. Only new economic engine is #Sustainability, say Joel @makower + @markmykleby @ #VERGEcon. #NewGrandStrategy",sadness,0.542,contained depression new economic engine sustainability say joel vergecon newgrandstrategy
"@ShannonBeador we know the truth about her, the public is figuring it out. Her words mean nothing.  #unhappy #mean #troubled #vile #bully",sadness,0.625,know truth her public figuring out word mean nothing unhappy mean troubled vile bully
"@PriceSjrw5614 @Ren102e906 @slb42jcb @swoozyqyah THEN you do what you can and then BLOCK them, they're trying to discourage us",sadness,0.479,block them trying discourage
@LeahSKahn honestly. All I care about is Selasi not messing this up. His lackadaisical attitude isn't good for danishes.,sadness,0.396,honestly care selasi not messing up lackadaisical attitude not good danish
@BBCTomEnglish @TimesSport And the dreadful Franglaise.,sadness,0.345,dreadful franglaise
Im so unhappy,sadness,0.8540000000000001,im unhappy
@punjabified porkistan lost terribly in 65 because of american intervation to talk we stopped,sadness,0.5,porkistan lost terribly american intervation talk stopped
Are you #serious that #fredsirieix lives in Peckham......South London's own #Love Guru(big up),sadness,0.312,fredsirieix life peckhamsouth london love gurubig up
hate to see y'all frown but I'd rather see him smiling 💕✨,sadness,0.16699999999999998,hate yall frown smiling
"@LindaFrum sadly, at least 3 more years of this. At what point will even the low info selfie lovers who voted for them say enough is enough",sadness,0.5,sadly year this point low info selfie lover voted say
@ChipotleTweets Gabe the worst part is I can't get hot status this month because there's no chipotle near enough to my campus #sadness,sadness,0.642,gabe worst hot status month chipotle near campus sadness
everything in the dream stayed there,sadness,0.271,dream stayed
Candace &amp; her pout are getting right on my tits #GBBO,sadness,0.417,candace amp pout getting right tit gbbo
California sissified pages: ruling class separation in passage to dispirit attestative alphanumeric code: WyrdljPyu,sadness,0.292,california sissified page ruling class separation passage dispirit attestative alphanumeric code wyrdljpyu
so probably hunger and depression and dissociating equals a weird time anything else,sadness,0.75,probably hunger depression dissociating equal weird time
@reikimuse @MHChat I am beyond the sadness point. Have done it inside out. I live with CPTSD and BPD  I can't always do the pity party,sadness,0.792,sadness point inside out live cptsd bpd pity party
"This night, room polluted with syringes, notebooks and shadows moving, this kind of night! Away melancholy, away!",sadness,0.633,night room polluted syrinx notebook shadow moving kind night away melancholy away
@reecetop10 Bk to 1 up top pack midfield Stifle any flair we possess kill any entertainers #dull #reshuffle #predictable #slow #average,sadness,0.438,bk pack midfield stifle flair posse kill entertainer dull reshuffle predictable slow average
Getting so excited for @ClearwaterJazz 2016!! We play the main stage Sunday Oct. 16 at 3:30!! #jazzholiday #riesbrothers #rock  #jam,sadness,0.16699999999999998,getting excited play main stage sunday oct jazzholiday riesbrothers rock jam
Getting so excited for @ClearwaterJazz 2016!! We play the main stage Sunday Oct. 16 at 3:30!! #jazzholiday #riesbrothers #rock #blues #jam,sadness,0.125,getting excited play main stage sunday oct jazzholiday riesbrothers rock blue jam
"Really planned on making videos this week. Then. A tv died, phone broke, truck died, #depression took over. I'm wondering what I did 2 karma",sadness,0.871,really planned making video week then tv died phone broke truck died depression took over wondering did karma
Removal regardless of cost a lamentable answer: ajvKSK,sadness,0.339,removal regardless cost lamentable answer ajvksk
"God just replaced my sadness with laughter, can't go the whole day sad ...",sadness,0.271,god just replaced sadness laughter day sad
Need advice on how to get out of this rut!!!!  #needmotivation,sadness,0.7290000000000001,need advice rut needmotivation
Need advice on how to get out of this rut!!!! #depressing #needmotivation,sadness,0.7290000000000001,need advice rut depressing needmotivation
I feel like I am drowning. #depression #anxiety #falure #worthless,sadness,1.0,feel like drowning depression anxiety falure worthless
@DatGuydARK I wouldn't fret. There's too many opportunities in life to worry about one not working out.,sadness,0.342,not fret opportunity life worry not working out
Candice's standing pout face aggravates me every week,sadness,0.333,candice standing pout face aggravates week
I think learning classical or ancient Japanese might help me get myself permanently out of depression. I sometimes suffer from sudden,sadness,0.708,think learning classical ancient japanese help permanently depression suffer sudden
"we never taste happiness in perfection, our most fortunate successes are mixed with sadness. #success #sadness #perfection #fortunate #mixed",sadness,0.604,taste happiness perfection fortunate success mixed sadness success sadness perfection fortunate mixed
"we never taste happiness in perfection, our most fortunate successes are mixed with sadness. #success  #perfection #fortunate #mixed",sadness,0.438,taste happiness perfection fortunate success mixed sadness success perfection fortunate mixed
Anybody know a good place to book a show in #Montreal on short but not super-short notice? #punkrock #postpunk #blues,sadness,0.229,anybody know good place book montreal short not supershort notice punkrock postpunk blue
"Once you've accepted your flaws, no one can use them against you - @GRRMspeaking #quote #mentalhealth #psychology #depression #anxiety",sadness,0.688,accepted flaw use quote mentalhealth psychology depression anxiety
@MessYourself why? Do you have depression?,sadness,0.542,why depression
@hamzakhawaja99 just die depression.,sadness,0.7290000000000001,just die depression
"@othrcarl @IX_SW @purenift I'm sadly not, I'm just being smutty",sadness,0.583,sadly not just smutty
It hasn't sunk in that I'm meeting the twins,sadness,0.396,not sunk meeting twin
In other news. My legs hurt. #running #5kin26mins #dreadful #flatfeet,sadness,0.562,news leg hurt running kinmins dreadful flatfoot
“My friend do you fly away now? To a world that abhors you and I? All that awaits you is a somber morrow No matter where the winds may blow”,sadness,0.544,friend fly away now world abhors i awaits somber morrow matter wind blow
"Happy Birthday, LOST! / #lost #dharmainitiative #12years #22september2004 #oceanic815",sadness,0.271,happy birthday lost lost dharmainitiative year september oceanic
@Mattwinton1 Your foot is frowning.,sadness,0.229,foot frowning
@marisa_enbot Being with you makes me somewhat gloomy.,sadness,0.8,make somewhat gloomy
Sigh. I got a B- .. #depressing,sadness,0.8540000000000001,sigh got b depressing
"@CNN : It's not Fox News, it's Fox Propaganda Network, they're so lost in their lies, that they can't tell the truth, if it hit them in face",sadness,0.438,not fox news fox propaganda network lost lie tell truth hit face
@MHChat Childood experiences can  leave you with permanent deep sadness as adult  it can underlie everything #MHChat,sadness,0.7290000000000001,childood experience leave permanent deep sadness adult underlie mhchat
Wrinkles should merely hide where frown have been.  - Mark Twain,sadness,0.333,wrinkle merely hide frown been mark twain
Why can't you just be mine. #forlorn,sadness,0.688,just mine forlorn
"#COINCIDENCE??? When you turn on the TV, etc.&amp; listen &amp; watch, the objective is to #CaptureYourMind with #fear &amp; #depression. #FindGODNow!!!",sadness,0.667,coincidence turn tv etcamp listen amp watch objective captureyourmind fear amp depression findgodnow
I'm not the type to flee from adversity nor does it discourage me. I'll always stand strong in the paint,sadness,0.354,not type flee adversity doe discourage me stand strong paint
Cops chillin on pine lakes,sadness,0.146,cop chillin pine lake
F'n morons u23 SMFH can't just be lackadaisical,sadness,0.417,fn moron u smfh just lackadaisical
